ID	Declustering Potential (DP)	Collision Energy (CE)	Observed mass (Da)	Exact mass (Da)	Accurate mass error (ppm)	Molecular formula	Ionization model	Ret. Time (min)	Precursor ions (Q1)	Product ions (Q3)	Main fragments	Compound name	Identification level	Class	CV_all	CV_PIM	CV_CER	CV_BIG	H2
SlFM1253	20	20						5.37	505.1	205	187.9, 146.0, 204.9, 144.1, 159.0, 118.0 				0.76	0.68	0.59	0.83	0.36
SlFM1255	20	30						9.15	506.1	240	240.0, 258.0, 116.0, 162.9, 308.9 				1.29	0.77	1.02	1.1	0.56
SlFM1256	-50	-30						7.27	505.1	161.1	161.1				0.96	1.03	1	0.81	0.88
SlFM1260	-60	-50						9.92	505.1	300	300.0, 301.1, 445.1, 179.0, 96.9, 461.3 				3.51	2.16	1.84	1.51	0.62
SlFM1267	50	40						10.3	510.1	123	123.0, 96.9, 84.9, 109.0, 81.0, 151.0 				0.94	0.92	1.02	0.85	0.74
SlFM1268	50	40						6.71	510.1	202	202.9, 195.0, 201.9, 308.8, 84.0 				1.59	0.87	1.38	1.75	0.79
SlFM1269	10	30						13.1	510.1	294.9	109.0, 155.0, 294.9, 277.0, 137.0, 169.0				1.03	1.37	1.03	0.96	0.63
SlFM1272	50	40						6.69	511.1	202	202				1.6	0.86	1.37	1.78	0.79
SlFM1274	40	30					H+	6.04	514.2	382.2	206.9, 136.0, 220.0, 297.8, 202.0	tZROG	putatively annotated	Others	0.69	0.65	0.78	0.59	0.59
SlFM1275	40	30					H+	6.29	516.2	384.2	384.2	DHZROG	putatively annotated	Others	0.7	0.59	0.6	0.75	0.73
SlFM1276	50	40						5.43	517.1	163	163.0, 157.0, 158.0, 145.0, 206.9 				1.24	1.68	1.34	0.95	0.47
SlFM1277	20	30						6.22	517.2	163	162.9, 157.0, 144.0, 216.9, 158.0				0.67	0.75	0.62	0.67	0.44
SlFM1278	50	10	517.1339					10.1	517.1	163.1	162.9, 145.0, 134.9, 116.9, 162.1 				0.96	1.48	0.88	0.87	0.56
SlFM1279	-40	-30				C25H24N0O12	H-	10.2	515	173	173.0, 179.1, 353.0, 191.1, 96.9, 134.9 	3,4-Dicaffeoylquinic acids	putatively annotated	Polyphenol	1.39	1.56	1.09	1.2	0.63
SlFM1285	40	40						2.31	519.1	159.9	159.9				2.15	1.36	0.97	2.12	0.31
SlFM1290	50	10	520.3393	520.3398	0.9	C26H50NO7P	H+	18.5	520.3	184.2	183.9, 520.1, 502.1, 124.9, 86.0, 183.0 	LPC(1-acyl 18:2)	putatively annotated	Fatty acid	0.9	2.32	0.49	0.48	0.81
SlFM1292	20	40						12.2	521.1	260.9	272.8, 152.9, 147.0, 183.9, 237.9				2.35	2.3	2.55	2.12	0.33
SlFM1294	40	60	521.1291				H+	10.6	521	273	272.7, 153.1, 152.4, 147.3, 154.3, 156.8 	Naringenin O-malonylhexoside	putatively annotated	Flavonoid	2.97	1.46	1.93	2.19	0.96
SlFM1295	50	20						1.12	521.1	278.7	278.7, 378.6, 280.7, 478.7, 422.7, 236.8				0.81	0.8	0.8	0.72	0.41
SlFM1297	30	50					H+	6.35	522	131	130.9, 103.0, 163.0, 130.1, 102.2 	N', N'',N'''-Tri-p-cinnamoylagmatine	putatively annotated	Polyamine	0.85	0.85	0.78	0.86	0.32
SlFM1298	-30	-30						10.7	520.1	272	272.1, 271.1, 151.1, 476.1, 152.1, 314.1 				2.76	1.29	1.88	2.63	0.92
SlFM1299	60	20	522.129					8.55	522.1	273.8	273.8, 152.9, 272.8, 154.0, 147.0, 148.0 				3.27	1.26	1.97	1.66	0.8
SlFM1300	60	30						9.74	522.1	336.8	336.8, 290.8, 262.9, 308.8, 264.9, 292.9				0.63	0.66	0.66	0.59	0.47
SlFM1302	40	60						9.18	523.1	153.1	153.0, 250.8, 233.9, 187.9, 523.0, 272.8				2.64	1.35	1.84	3.65	0.95
SlFM1303	50	50						12.2	523.1	173	275.0, 173.0, 137.0, 219.0, 257.0, 201.0				0.47	0.46	0.5	0.45	0.66
SlFM1304	20	20	523.2545					12.6	523.1	275	275.0, 173.0, 137.0, 219.0, 257.0, 201.0 				0.44	0.44	0.46	0.43	0.31
SlFM1305	40	30						8.41	524.1	276	276				2.13	1.31	1.42	1.34	0.59
SlFM1307	10	30						7.92	526.1	414.2	415.0, 414.1, 432.1, 433.1, 96.9, 273.0 				4.38	3.62	3.68	4.96	0.6
SlFM1309	20	20						14.7	527.1	141	141.0, 97.9, 346.9, 384.9, 509.0, 278.9 				1.85	0.89	1.78	1.9	0.37
SlFM1311	40	60	527.4057					8.65	527.1	416.3	417.4, 416.3, 97.0, 418.4, 85.0, 255.2 				2.78	3.26	2.21	2.69	0.88
SlFM1312	20	20					H+	5.04	528	147	129.9, 219.9, 84.0, 147.0, 201.9, 129.0	N', N'', N'''-p-hydroxybenxoyl, p-cinnamoyl, p-coumaroylagmatine	putatively annotated	Polyamine	1.47	0.64	1.59	1.41	0.43
SlFM1315	60	30						6.77	530.1	254.9	254.9, 237.9, 230.9, 400.9, 219.9 				3.3	1.62	2.53	3.57	0.76
SlFM1316	60	50						2.31	531.1	160	160.0, 159.1, 177.0, 132.0, 158.0				1.03	1.55	0.91	0.96	0.26
SlFM1318	30	30						5.87	531.1	177	177.0, 144.9, 164.0, 222.0, 162.9				0.74	1.14	0.69	0.67	0.47
SlFM1319	50	40						4.43	531.1	293	222.0, 292.9, 165.0, 122.9, 112.0, 220.9 				0.92	0.94	0.78	0.95	0.1
SlFM1320	60	40					H+	7.18	531.1	368.9	368.8, 221.9, 202.9, 162.9, 206.9, 255.9 	Phellodenol H O-hexoside	putatively annotated	Polyphenol	0.79	0.68	0.86	0.68	0.66
SlFM1323	20	40						12.5	532.1	184	184.0, 514.0, 104.0, 163.0, 189.0, 231.0 				1.38	2.27	1.49	1.28	0.71
SlFM1324	60	50						4.43	532.1	222	222.0, 223.0, 120.0, 293.9, 292.9, 178.9 				0.9	0.95	0.73	0.92	0.13
SlFM1330	30	20						9.1	533.1	430.2	430.2, 255.1, 96.9, 84.9, 412.2, 161.1 				0.91	0.63	0.72	0.92	0.56
SlFM1333	50	10	534.2913					7.3	534.1	414.2	414.3, 97.0, 85.1, 112.0, 84.2, 127.0 				1.04	0.81	0.8	1.2	0.71
SlFM1336	40	40	535.1083			C24H22O14	H+	10.5	535.1	287.1	286.8, 163.0, 254.8, 250.9, 163.9	Luteolin O-malonylhexoside	putative	Flavonoid	2.12	1.93	2.03	0.72	0.51
SlFM1338	30	30						7.3	535.1	414.1	415.2, 433.2, 255.1, 432.2, 414.2, 256.1				0.9	0.74	0.69	1.02	0.77
SlFM1340	-30	-50						10	535.1	151	287.0, 151.0, 491.1, 135.1, 150.2, 175.1 				2.44	1.53	2.01	1.81	0.8
SlFM1341	-30	-50						10.7	535.2	151	151.0, 271.1, 177.2, 211.2, 313.1, 413.3 				2.26	1.15	1.82	1.62	0.93
SlFM1345	50	20					H+	9.97	537	289	288.8, 152.9, 162.9, 179.0, 145.0 	Eriodictyol O-malonylhexoside	putatively annotated	Flavonoid	2.1	1.54	2.09	1.58	0.94
SlFM1347	20	40						5.34	541.1	187.9	187.9, 146.0, 205.0, 144.1, 159.0 				0.53	0.48	0.57	0.52	0.52
SlFM1349	30	20	541.2792					12.7	541.1	275	275.0, 292.9, 257.0, 173.1, 219.0, 191.0 				0.62	0.6	0.61	0.62	0.31
SlFM1352	40	60						5.04	542.1	144	144.0, 233.9, 161.9, 250.9, 524.0, 379.8 				0.76	1.18	0.66	0.69	0.36
SlFM1353	40	30						6.15	542.1	146	146.0, 136.0, 246.9, 118.0, 297.8 				0.55	0.67	0.52	0.53	0.72
SlFM1354	-60	-40						1.14	540.1	201	201.0, 202.1, 344.0, 342.9, 156.9, 158.2 				0.75	0.8	0.74	0.69	0.22
SlFM1355	60	40						5.04	542.1	233.9	144.0, 233.9, 220.0, 379.9, 250.9 				0.83	0.83	0.93	0.75	0.74
SlFM1361	-40	-20						1.07	541.1	301	301.0, 201.1, 159.1, 203.1, 345.0, 442.9 				0.81	0.81	0.77	0.7	0.24
SlFM1362	40	50					H+	9.87	544	147	147.0, 183.0, 201.0, 119.0, 165.0, 137.0 	N', N'', N'''-Di-p-coumaroyl, p-hydroxybenxoylagmatine	putatively annotated	Polyamine	1.07	0.89	1.19	0.96	0.61
SlFM1363	50	40	544.2586					4.79	544.1	169	169.0, 285.9, 197.0, 525.9, 240.9 				1.18	0.97	1.19	1.09	0.84
SlFM1364	-60	-40						1.14	542.1	202	202.0, 201.1, 203.1, 346.0, 344.1, 302.1 				0.75	0.76	0.74	0.69	0.25
SlFM1365	-60	-50						6.39	543.2	97	97				1.04	0.87	1.03	0.99	0.59
SlFM1369	40	40						5.31	546.1	187.9	187.9, 146.0, 180.0, 121.0, 204.9 				0.72	0.53	0.81	0.63	0.35
SlFM1371	40	30						6.95	547.1	163	163.0, 200.9, 430.1, 362.7, 145.0 				0.72	0.73	0.73	0.65	0.58
SlFM1372	20	40						5.32	547.1	187.9	188.0, 146.0, 205.0, 159.0, 144.0 				0.55	0.84	0.58	0.5	0.41
SlFM1375	30	30	548.2027				H+	6.9	548.1	177.1	176.9, 144.9, 163.0, 158.0, 178.9, 230.9 	N', N'', N'''-Di-p-hydroxybenxoyl, feruloylagmatine	putatively annotated	Polyamine	0.64	0.73	0.62	0.59	0.25
SlFM1377	30	20	549.2481					6.76	549.1	207	207.0, 189.0, 149.0, 95.0, 161.1, 147.1 				0.6	0.78	0.6	0.59	0.56
SlFM1379	40	40	550.3059					13.5	550.1	183.9	184.0, 532.1, 104.0, 183.0, 86.1, 185.4 				1.55	1.41	1.34	1.58	0.89
SlFM1383	60	20						8.61	551.1	302.9	162.9, 302.8, 152.9, 176.9, 145.0, 190.9				2.03	1.13	1.72	1.64	0.85
SlFM1384	20	20				C24H22O15	H+	9.83	551	303	302.8, 256.8, 206.9, 257.9, 284.9, 80.9 	Quercetin O-malonylhexoside	putatively annotated	Flavonoid	3.58	2.54	1.94	1.39	0.68
SlFM1385	40	20	551.1386				H+	10.8	551.1	303	302.8, 152.9, 177.0, 178.9, 151.0 	Tricetin O-malonylhexoside	putatively annotated	Flavonoid	2.98	1.34	2.46	2.28	0.95
SlFM1390	20	30						16	555.1	141	141.0, 537.1, 313.0, 155.0, 194.9, 183.9 				0.67	1.07	0.66	0.64	0.03
SlFM1391	40	20	555.2937					9.48	555.1	414.2	96.8, 474.4, 414.5, 255.5, 273.5, 145.2 				3.27	3.17	2.24	4.23	0.89
SlFM1392	60	40						7.02	556.1	146	146.0, 260.9, 118.0, 173.0, 232.9 				0.56	0.62	0.46	0.51	0.75
SlFM1393	40	20	556.148					6.56	556.1	152.9	153.0, 272.8, 152.1, 179.0, 147.1, 155.9 				2.38	2.24	2.23	1.62	0.91
SlFM1394	50	50						5.9	556.1	162	162.0, 247.9, 393.9, 264.9, 144.0 				1.3	0.92	1.45	1.1	0.87
SlFM1395	20	50						9.47	556.2	255.3	255.1, 415.2, 256.1, 96.9, 526.7, 475.2 				3.16	3.22	2.18	4.08	0.91
SlFM1397	30	40						7.05	557.1	146	146.0, 261.8, 118.0, 147.0, 286.8, 260.8 				0.56	0.59	0.44	0.51	0.74
SlFM1406	20	20	558.2109					12.7	558.1	275	292.9, 274.9, 541.1, 199.0, 257.0				0.61	0.58	0.57	0.62	0.33
SlFM1408	40	40	558.271					9.47	558.1	527.8	528.2, 161.2, 457.5, 162.2, 163.2, 255.1 				2.71	3.66	1.95	3.18	0.65
SlFM1410	40	30						9.4	559.1	529	529				2.7	3.36	1.99	3.1	0.64
SlFM1415	60	30						9.57	562.1	313.8	177.0, 313.8, 145.0, 147.0, 385.9 				2.18	1.14	1.7	2.05	0.69
SlFM1417	30	20	563.2934				H+	8.17	563	490	490.2, 255.1, 430.2, 96.9, 161.2, 273.1 	Tomatidine-O-rhamnoside	putatively annotated	glycoalkaloid	1.8	1.3	1.5	1.99	0.81
SlFM1419	50	20					H+	10.4	565	317	317	Selgin O-malonylhexoside	putatively annotated	Flavonoid	2.41	1.45	1.5	2.5	0.64
SlFM1420	40	40	566.4262					8.46	566.1	209	209.1, 228.0, 114.0, 321.9, 227.0, 226.1 				0.43	0.28	0.46	0.42	0.43
SlFM1421	40	30						1.55	566.1	223.8	223.8, 212.7, 202.7, 284.5, 385.7, 222.8 				1.12	1.45	1.26	1.02	0.55
SlFM1422	40	30	566.4256	566.4276	3.53	C30H55N5O5	H+	8.46	566.2	548.9	548.8, 209.3, 228.3, 322.2, 226.3	Viscumamide	putatively annotated	Others	0.42	0.25	0.45	0.41	0.4
SlFM1423	40	30	567.1901					2.4	567.1	152	152.0, 201.8, 374.8, 174.9, 97.0 				2.74	3.49	3.49	2.47	0.66
SlFM1426	50	40	568.3174					10.5	568.1	184	184.0, 104.0, 550.2, 203.1, 267.0, 86.0 				1.12	1.62	1.03	1.1	0.82
SlFM1428	40	50						10.7	569.1	183.9	184.0, 551.1, 104.0, 185.0, 469.0 				1.46	1.59	1.29	1.52	0.71
SlFM1431	50	40	570.3382					9.98	570.1	183.9	184.0, 104.0, 552.1, 205.0, 286.9, 223.1 				1.36	1.57	1.36	1.33	0.81
SlFM1437	40	40						1.35	573.1	278.7	278.7, 376.6, 234.8, 392.6, 136.8, 294.7				0.98	0.92	1	0.94	0.29
SlFM1438	40	40	574.242					4.64	574.1	115	114.9, 120.0, 86.9, 166.0, 114.2 				1.6	1.52	1.45	1.56	0.77
SlFM1440	50	20						1.35	575.1	378.6	378.6, 280.7, 278.7, 412.7, 236.7, 356.7				0.89	0.82	0.91	0.86	0.33
SlFM1441	60	50					H+	7.92	576.3	255.1	255.1, 161.2, 159.2, 173.1, 147.2	Tomatidenol-O-hexoside	putatively annotated	glycoalkaloid	6.15	0.83	1.41	7.31	0.35
SlFM1442	40	30	578.4009				H+	8.65	578.3	255.1	255.1	Delta-tomatine	putatively annotated	glycoalkaloid	2.73	2.57	2.45	2.7	0.92
SlFM1443	60	50					H+	8.65	579	255.1	561.6, 560.5, 256.2, 255.1, 161.2	Coumaroyl tomatidine	putatively annotated	glycoalkaloid	2.54	2.49	2.38	2.4	0.91
SlFM1444	60	40	579.3918					9.71	579.1	273	273.0, 161.1, 255.0, 417.1, 159.1, 147.1 				1.96	1.45	1.81	2.07	0.63
SlFM1449	60	30	581.1503	581.1501	0.35	C26H28O15	H+	8.13	581.1	383.2	107.0, 563.0, 526.9, 430.9, 258.9, 545.0	C-pentosyl-luteolin O-hexoside	putatively annotated	Flavonoid	0.85	0.81	0.71	0.9	0.7
SlFM1450	60	40						6.39	582.1	172	172.0, 333.8, 179.0, 176.9, 230.9				1.15	1.03	1.18	1.04	0.85
SlFM1453	60	30						6.02	584.1	324.8	324.8, 230.9, 453.9, 147.0, 176.9 				1.03	0.72	0.79	0.92	0.71
SlFM1456	-60	-20						1.03	586.1	526	526.0, 301.0, 302.1, 201.1, 159.1, 586.0 				0.9	0.83	0.8	0.75	0.08
SlFM1460	50	30						2.44	590.1	244.9	244.9, 154.0, 171.0, 189.0, 216.9 				1.14	1.8	1.34	1	0.51
SlFM1462	50	50						10	592.1	177	176.9, 574.2, 343.9, 145.0, 255.0, 161.1 				1.23	0.69	1.03	1.38	0.88
SlFM1463	60	50						9.22	592.1	255	574.2, 255.0, 164.9, 161.0, 273.0, 159.0 				0.99	0.72	0.88	0.94	0.9
SlFM1464	60	40	592.3843					7.36	592.1	574.3	574.4, 253.0, 556.4, 157.1, 545.4				1.45	1.67	1.47	1.26	0.57
SlFM1467	40	60	594.3987					7.46	594.1	576	576.4, 255.2, 161.2, 435.2, 147.2, 159.2 				1.18	1.36	1.13	1.18	0.53
SlFM1468	50	60					H+	7.46	594	255.1	576.2, 255.1, 256.1, 576.3, 161.1, 162.1 	Tomatidine derivative	putatively annotated	glycoalkaloid	1.08	0.84	0.97	1.14	0.57
SlFM1470	40	30	595.1653	595.1657	0.75	C27H31O15	protonated	8.5	595	286.5	286.5, 287.1, 85.0, 448.8, 577.2, 289.8	Cyanidin 3-rutinoside	putatively annotated	Anthocyanin	1.18	1.08	0.93	1.07	0.84
SlFM1472	40	30					H+	7.67	594	576.2	576.2, 255.1, 256.1, 576.3, 161.1, 162.1	Dihydroxy tomatidine-O-rhamnoside derivative	putatively annotated	glycoalkaloid	1.16	1.05	0.95	1.02	0.92
SlFM1473	40	30	595.1636	595.1658	3.7	C27H30O15	H+	8.5	595.3	449.1	286.5, 287.1, 85.0, 448.8, 577.2, 289.8 	Kaempferol 3-O-glucoside-2'-O-rhamnoside	putatively annotated	Flavonoid	1.16	1.04	0.96	0.99	0.92
SlFM1483	20	30	599.1957					8.13	599.1	431	563.0, 107.0, 545.1, 431.1, 259.2, 527.0				0.95	0.61	0.67	1.12	0.81
SlFM1492	30	50						5.44	603.1	187.9	187.9, 146.0, 204.9, 292.9, 147.0 				1.28	0.86	1.62	1.01	0.62
SlFM1493	50	30						1.18	603.1	278.7	278.7, 280.7, 222.9, 362.6, 542.8, 264.7				0.76	0.67	0.74	0.67	0.41
SlFM1497	40	30						2.4	605.1	322	321.7, 152.0, 412.7, 250.8, 442.8 				3.04	3.19	3.52	2.8	0.68
SlFM1498	20	30						8.25	608.1	313.8	313.8, 177.0, 145.0, 591.1, 579.2, 590.1 				1.07	0.8	1.01	1.02	0.88
SlFM1501	30	50	610.1867					5.37	610.1	188	187.9, 188.9, 146.0, 591.9, 205.0 				0.72	0.7	0.76	0.59	0.67
SlFM1503	50	40						6.67	611.1	286.8	302.8, 593.2, 344.8, 84.9, 314.7				2.74	1.7	1.47	1.43	0.89
SlFM1504	10	10	611.1603	611.1607	0.65	C27H30O16	H+	7.98	611.1	302.9	286.8, 593.2, 431.1, 302.8, 256.0, 255.0	Rutin	putatively annotated	Flavonoid	0.49	0.44	0.44	0.5	0.76
SlFM1506	40	20					H+	8.6	814.2	255	273.0, 435.1, 574.4, 161.1, 634.3, 605.4	Dihydroxy tomatidine-O-hexoside derivative	putatively annotated	glycoalkaloid	2.42	1.55	1.27	1.23	0.87
SlFM1507	40	40					H+	7.98	611.2	465.1	303.8, 301.8, 231.1, 300.8, 305.4, 233.0	C-hexosyl-tricetin O-pentoside	putatively annotated	Flavonoid	0.59	0.54	0.5	0.62	0.7
SlFM1509	40	20	612.163					7.99	612.1	302.6	302.6, 303.5, 304.1, 84.9, 465.8, 307.5 				0.49	0.5	0.44	0.49	0.58
SlFM1510	20	40						7.46	612.1	576.2	594.2, 576.3, 303.9, 302.9, 255.1, 435.1				0.83	0.51	0.85	0.72	0.76
SlFM1512	50	40						4.62	613.1	245	244.9, 613.1, 412.9, 595.1, 230.9, 226.9 				1.67	1.08	1.42	1.54	0.83
SlFM1513	-40	-20						7.06	611.1	257.1	257.1, 191.0, 353.0, 285.1, 152.8, 197.0 				1.53	0.8	1.18	1.17	0.7
SlFM1520	40	40	614.3071					7.29	614.1	272.8	272.8, 153.0, 147.0, 434.8, 179.0 				2.1	1.26	1.61	1.71	0.75
SlFM1524	50	40	615.2399					6.04	615.1	233	232.9, 597.1, 188.0, 207.0, 346.8, 146.0 				0.63	0.68	0.51	0.59	0.73
SlFM1525	30	40						7.12	616.1	594.4	595.3, 255.0, 594.3, 256.0, 96.9, 273.0				1.34	0.71	0.93	1.55	0.7
SlFM1527	40	20						1.19	617.1	278.6	278.7, 376.6, 556.8, 136.8, 598.7, 234.8				0.79	0.79	0.78	0.71	0.41
SlFM1531	40	30						1.19	619.1	280.6	558.7, 278.7, 280.7, 378.7, 540.8				0.77	0.71	0.77	0.7	0.33
SlFM1534	40	30						1.2	621.1	280.7	280.7, 278.7, 282.7, 560.7, 378.6, 380.7				0.77	0.74	0.78	0.7	0.45
SlFM1535	-60	-30						10.3	619.1	459.1	459.1, 323.1, 161.1, 503.1, 485.1, 559.2 				1.24	1.64	0.95	1.36	0.34
SlFM1537	40	30	623.3115					6.54	623.1	592.2	592.4, 610.4, 430.2, 96.9, 255.1, 84.9 				1.11	0.93	1.03	1.08	0.65
SlFM1539	50	30						8.56	624.1	263	262.9, 377.9, 219.0, 185.0, 228.0 				0.94	0.91	0.95	0.9	0.82
SlFM1541	40	30	625.3018				H+	8.6	625.3	317	316.7, 301.8, 263.0, 264.0, 317.8	Isorhamnetin rutinose or hexose-deoxyhexose	putatively annotated	Flavonoid	1.12	0.83	1.09	0.99	0.91
SlFM1542	20	30	625.1766				protonated	8.56	625.3	317.1	316.7, 301.8, 263.0, 264.0, 317.8 	Petunidin 3-O-rutinoside	putatively annotated	Anthocyanin	1.12	0.82	1.1	0.98	0.9
SlFM1543	50	20	626.2276					6.33	626.1	294.9	96.9, 294.8, 536.2, 163.0, 84.9, 153.0 				2.1	1.59	1.86	2.3	0.76
SlFM1544	-60	-50						1.01	625.1	201.1	201.1, 565.0, 527.1, 525.0, 482.4, 157.1 				0.77	0.52	0.77	0.67	0.21
SlFM1546	50	40						7.39	627.1	302.6	203.0, 611.1, 246.9, 146.0, 585.1				3.15	2.27	1.39	1.83	0.58
SlFM1547	60	50						6.2	627.1	302.8	302.8, 163.0, 609.0, 464.9, 260.8 				1.22	1.27	0.89	0.78	0.77
SlFM1550	50	30				C27H30O17	H+	7.4	627.5	303	302.8, 163.0, 609.0, 464.9, 260.8 	Quercetin-3,4'-O-di-beta-glucopyranoside	putatively annotated	Flavonoid	3.21	1.46	1.05	1.69	0.68
SlFM1551	-60	-50						1.03	627.1	201	201.0, 343.0, 485.0, 567.0, 203.1, 627.0 				1.04	0.93	0.9	0.88	0.1
SlFM1552	60	40						6.14	629.1	247	203.0, 611.1, 246.9, 146.0, 585.1				0.63	0.54	0.46	0.57	0.73
SlFM1553	60	50					H+	4.6	630	147	147.0, 612.0, 290.9, 142.1, 160.0, 413.9 	N', N'', N'''-Di-p-coumaroyl, sinapoylagmatine	putatively annotated	Polyamine	0.99	0.95	1.07	0.91	0.81
SlFM1560	60	30	632.2809					11.7	632.1	485	485.0, 161.9, 596.1, 147.0, 614.0, 232.8 				1.81	1.28	1.45	1.95	0.67
SlFM1565	20	50						6.91	633.1	592.6	611.2, 593.2, 213.0, 430.1, 255.0				0.77	0.54	0.7	0.77	0.75
SlFM1569	60	30						11	634.1	314.9	161.9, 314.8, 179.0, 232.9, 296.9, 307.8 				0.87	1	0.99	0.81	0.91
SlFM1570	60	30	634.3006					12.2	634.1	487	487.0, 365.9, 347.9, 469.0, 162.0, 356.8 				1.77	1.22	1.36	2.07	0.59
SlFM1571	30	60						6.38	635.1	169.1	169.1, 315.9, 197.1, 268.0, 426.0, 635.1 				1.17	1.01	1.33	1.05	0.76
SlFM1573	40	40	637.4106					9.47	637.1	255.1	577.2, 559.2, 255.0, 162.9, 619.2				3.38	2.83	2.35	4.21	0.93
SlFM1574	-60	-20						7.21	635.1	429.1	429.1, 163.1, 164.2, 387.4, 195.1, 191.1 				3.55	0.93	1.7	1.21	0.89
SlFM1575	40	30						10.5	638.1	229	229.0, 234.9, 162.9, 176.9, 216.9 				1.16	1.32	1.05	1.15	0.91
SlFM1576	40	50						11	638.1	300.9	300.9, 476.0, 184.0, 282.9, 148.0 				0.87	0.72	0.73	0.93	0.83
SlFM1584	-60	-30						1.1	639.1	301	301.0, 201.1, 159.0, 203.0, 345.0, 343.1 				0.81	0.73	0.86	0.71	0.22
SlFM1585	40	30						1.01	641.1	563	562.8, 580.8, 438.8, 456.8, 382.7, 622.8 				0.9	0.88	0.77	0.74	0.1
SlFM1586	50	40						8.31	642.1	272.8	272.8, 152.9, 178.9, 520.8, 147.0				2.79	1.77	2.01	3.19	0.95
SlFM1587	30	20						6.21	642.1	297.8	136.0, 297.8, 135.1, 163.0, 299.8				1.42	1.58	2.51	0.98	0.44
SlFM1590	-30	-20						1.06	641.1	525	525.0, 303.0, 301.1, 581.0, 543.0, 302.1 				0.98	1.02	0.97	0.81	0.27
SlFM1592	40	40						7.58	645.1	574.2	575.4, 635.4, 255.1, 574.4, 256.2, 606.4 				0.56	0.37	0.46	0.6	0.46
SlFM1594	60	30	646.2902					10.8	646.1	614.1	614.1, 337.8, 450.0, 284.9, 491.0, 296.8 				0.84	0.69	0.73	0.81	0.91
SlFM1599	60	30	648.2989					7.54	648.1	617.7	617.7				0.49	0.39	0.53	0.48	0.25
SlFM1604	40	20						8.17	652.1	592.4	592.8, 255.2, 574.9, 634.7, 161.4				1.91	1.08	1.75	1.96	0.67
SlFM1607	60	50	653.4074				H+	7.55	653	273.1	593.4, 431.1, 413.2, 592.3, 273.1	Acetyl hydroxy tomatidine-O-hexoside	putatively annotated	glycoalkaloid	0.7	0.51	0.6	0.75	0.45
SlFM1610	40	40	654.3316					15.8	654.1	181	181.0, 246.9, 270.9, 636.2, 96.9, 228.9 				2.12	1.72	1.75	2.12	0.83
SlFM1612	20	50						7.35	654.1	592.6	593.4, 96.9, 85.0, 592.4				0.69	0.54	0.61	0.7	0.67
SlFM1613	40	40						6.82	655.1	183	183.0, 313.8, 177.0, 155.1, 169.1, 185.0 				0.94	0.87	0.86	0.83	0.07
SlFM1615	20	60						6.45	658.1	119.9	119.9, 137.0, 178.9, 233.8, 640.0 				3.7	1.27	2.38	4.42	0.68
SlFM1616	40	30	659.2695					10	659.1	627.1	627.0, 204.0, 414.9, 585.1, 324.8 				0.67	0.65	0.75	0.58	0.83
SlFM1617	50	40	660.2492				H+	4.69	660	177	176.9, 145.0, 642.0, 320.8, 142.1, 498.0 	N', N'',N'''-Triferuloylagmatine	putatively annotated	Polyamine	0.83	0.98	0.78	0.82	0.82
SlFM1618	60	30						10	660.1	628.1	628.1, 474.9, 204.0, 416.0, 415.0 				0.66	0.62	0.75	0.57	0.82
SlFM1619	60	50	661.2568				H+	4.69	661	177	177.0, 178.0, 145.0, 146.0, 321.8, 320.8 	N', N'', N'''-Diferuloyl, caffeoylspermidine	putatively annotated	Polyamine	0.83	0.99	0.77	0.84	0.81
SlFM1621	50	40					H+	4.69	662	177	176.9, 178.0, 145.0, 178.9, 187.0, 145.9 	N', N'', N'''-p-hydroxybenxoyl,caffeoyl, feruloylagmatine	putatively annotated	Polyamine	0.82	0.98	0.78	0.82	0.8
SlFM1625	40	60					H+	2.26	664.1	136.1	136.0, 523.8, 427.8, 231.9, 347.8, 541.8 	beta-Nicotinamide adenine dinucleotide	standard	Others	0.78	0.53	0.79	0.8	0.45
SlFM1630	60	40	667.3854					8.81	667.1	607.3	607.2, 256.0, 255.0, 649.2, 589.3, 606.2				1.37	0.81	1.25	1.49	0.91
SlFM1643	40	30	679.2935					9.74	679.1	337	204.1, 337.0, 522.1, 647.3, 490.1, 297.1 				0.55	0.52	0.62	0.5	0.65
SlFM1648	40	50	679.2926					9.75	679.1	647.2	647.5, 337.3, 490.2, 204.3, 522.2, 325.4				0.75	0.91	0.77	0.72	0.57
SlFM1650	40	40						9.73	680.1	648.2	338.0, 648.2, 337.0, 523.1, 491.1				0.59	0.64	0.62	0.56	0.72
SlFM1652	10	30						6.89	681.1	278.9	278.9				1.1	0.81	1.26	1.04	0.51
SlFM1654	60	40	682.2538					8.07	682.1	230.9	230.9, 96.9, 212.9, 86.9, 108.9, 84.9 				1.94	1.3	1.64	1.95	0.68
SlFM1655	-60	-50						1.1	681.1	201.2	201.1, 343.0, 217.0, 501.0, 583.1, 303.2 				0.83	0.82	0.78	0.71	0.21
SlFM1658	20	40	683.1835					10.4	683.1	272.8	272.8, 153.0, 194.9, 520.9, 179.0, 314.8 				2.55	1.6	1.7	2.61	0.93
SlFM1660	10	40						7.08	684.1	163	163.0, 684.0, 230.9, 96.9, 86.9, 169.0 				0.87	1.29	0.87	0.83	0.38
SlFM1661	-40	-50						8.57	682.1	271.1	272.1, 271.1, 434.0, 151.1, 433.0, 152.0 				3.8	1.38	2.61	1.91	0.89
