Gene,Name,Cluster,AP1_S4,AP1_S6,AP3_S4,AP3_S6,AG_S4,AG_S6
AT3G15470,AT3G15470,Unknown,4.185,5.31,4.985,5.095,7.78,11.355
AT3G15480,AT3G15480,Unknown,106.66,76.375,46.6,72.22,37.445,43.345
AT3G15518,AT3G15518,AP3_AG,2.165,0.885,4.745,2.61,7.015,2.97
AT3G15520,AT3G15520,Unknown,8.095,10.4,9.68,10.14,17.66,15.48
AT3G15580,ATG8I,Unknown,96.65,96.205,42.235,54.895,22.655,22.325
AT3G15630,AT3G15630,AP1_AP3,119.25,60.93,40.53,131.13,7.115,14.46
AT3G15650,AT3G15650,Unknown,28.72,17.925,8.01,5.69,43.01,27.145
AT3G15660,GRX4,Unknown,67.315,57.73,33.28,61.55,21.005,21.585
AT3G15690,AT3G15690,Unknown,29.89,19.02,11.375,21.82,10.62,8.155
AT3G15710,AT3G15710,Unknown,49.455,35.46,18.48,33.56,20.17,23.585
AT3G15740,AT3G15740,Unknown,0.46,1.055,0.26,0.65,1.595,2.38
AT3G15800,AT3G15800,Unknown,0.115,0.505,1.09,0.405,2.78,1.105
AT3G15900,AT3G15900,Unknown,17.52,15.58,11.875,16.785,7.885,10.14
AT3G15980,AT3G15980,Unknown,14.195,19.4,23.93,19.565,38.18,35.78
AT3G15990,SULTR3;4,Unknown,4.89,3.725,1.595,1.15,1.58,1.765
AT3G16010,AT3G16010,Unknown,2.29,3.825,6.155,5.295,5.665,6.515
AT3G16020,AT3G16020,Unknown,0,0,0,0.685,0,0
AT3G16030,RFO3,Unknown,0.095,0.225,0.485,0.575,1.435,0.66
AT3G16120,AT3G16120,Unknown,5.23,5.01,2.44,1.4,1.045,0.62
AT3G16130,ROPGEF13,Unknown,8.805,9.4,4.05,6.19,1.97,1.975
AT3G16190,AT3G16190,Unknown,49.325,50.505,23.095,35.53,25.96,28.88
AT3G16240,TIP2;1,Unknown,471.245,334.64,168.04,233.79,203.6,242.79
AT3G16280,AT3G16280,Unknown,15.85,10.685,9.68,7.475,6.56,8.07
AT3G16290,EMB2083,Unknown,13.905,20.635,18.09,18.73,31.365,31.685
AT3G16300,AT3G16300,Unknown,1.85,0.645,0.605,2.305,2.56,9.405
AT3G16310,AT3G16310,Unknown,30.825,28.32,56.675,38.6,58.105,58.85
AT3G16340,PDR1,Unknown,1.595,2.41,2.725,2.7,4.09,4.12
AT3G16360,AHP4,Unknown,0.615,0.265,0,0,0.23,0.28
AT3G16370,AT3G16370,AP1,97.415,91.73,30.885,53.945,27.39,31.88
AT3G16390,NSP3,Unknown,0.325,0.13,0.03,0.1,0.37,0.48
AT3G16400,NSP1,Unknown,110.855,128.9,31.78,36.265,158.095,151.135
AT3G16410,NSP4,Unknown,9.59,7.54,6.98,8.51,28.47,29.215
AT3G16430,PBPII,Unknown,1.175,4.42,0.325,0.135,1.705,1.225
AT3G16450,JAL33,Unknown,0.05,0,7.295,3.845,11.875,13.81
AT3G16460,JAL34,Unknown,0.245,0.325,0.255,0.16,2.365,1.88
AT3G16470,JR1,Unknown,31.35,55.565,30.155,17.16,684.345,605.69
AT3G16500,PAP1,AP1,99.825,90.745,41.395,69.105,32.765,37.645
AT3G16540,DegP11,Unknown,0,0,0.045,0,0.02,0.115
AT3G16565,AT3G16565,Unknown,6.24,4.67,5.685,6.79,2.845,3.4
AT3G16620,TOC120,Unknown,6.545,9.905,16.475,13.96,11.655,15.135
AT3G16650,PRL2,Unknown,5.34,6.215,2.32,1.59,2.94,3.515
AT3G16690,SWEET16,Unknown,0.14,0.23,0,0,1.26,0.42
AT3G16700,AT3G16700,Unknown,8.905,6.53,10.22,13.005,4.045,6.86
AT3G16740,AT3G16740,Unknown,16.055,13.01,7.455,8.51,6.15,7.33
AT3G16750,AT3G16750,Unknown,4.135,5.6,0,0,4.52,3.255
AT3G16770,RAP2.3,Unknown,70.04,62.345,88.575,46.73,95.785,102.2
AT3G16830,TPR2,Unknown,23.795,31.57,52.95,45.15,34.295,39.365
AT3G16920,CTL2,Unknown,0.48,0.425,1.415,0.525,2.77,1.72
AT3G16980,NRPE9A,Unknown,78.025,50.255,54.22,78.01,26.99,25.89
AT3G17010,REM22,Unknown,11.27,10.67,37.595,63.35,45.875,42.275
AT3G17020,AT3G17020,Unknown,434.21,372.74,226.57,288.555,170.97,219.735
AT3G17070,AT3G17070,Unknown,11.63,14.375,27.96,60.41,5.155,10.05
AT3G17100,AIF3,AP1,54.185,48.28,29.91,31.55,22.085,20.625
AT3G17210,HS1,Unknown,147.14,124.95,68.67,79.395,44.875,52.29
AT3G17340,AT3G17340,Unknown,5.35,7.385,10.255,8.06,13.645,12.465
AT3G17360,POK1,Unknown,1.355,1.755,2.215,3.3,2.775,3.64
AT3G17365,AT3G17365,Unknown,14.545,9.07,6.375,12.88,6.335,7.51
AT3G17380,AT3G17380,Unknown,0.125,0.205,0.34,0.54,0.85,1.31
AT3G17420,GPK1,Unknown,0.83,0.705,0.74,1.21,2.235,1.72
AT3G17440,NPSN13,Unknown,40.095,37.045,27.36,36.86,19.205,19.095
AT3G17450,AT3G17450,Unknown,10.625,14.055,19.49,17.44,21.88,23.24
AT3G17600,IAA31,Unknown,0.68,0.23,0,0,0.975,1.145
AT3G17630,CHX19,Unknown,1.21,1.195,1.84,2.55,2.965,2.59
AT3G17670,AT3G17670,Unknown,16.73,15.1,19.645,24.01,9.73,8.615
AT3G17675,AT3G17675,Unknown,0.31,0,0.98,0.525,0,0
AT3G17690,CNGC19,Unknown,1.08,1.275,1.39,2.03,3.825,1.035
AT3G17730,NAC057,AP3_AG,0.185,0.3,0.815,0.78,1.675,1.55
AT3G17770,AT3G17770,Unknown,8.21,11.05,25.17,17.91,21.96,20.07
AT3G17790,PAP17,Unknown,259.905,144.31,42.125,105.56,47.52,56.47
AT3G17840,RLK902,Unknown,63.605,70.575,133.085,88.315,114.87,138.955
AT3G17850,AT3G17850,Unknown,10.965,17.72,25.835,24.8,22.71,24.795
AT3G17860,TIFY6B,Unknown,7.685,9.315,4.765,4.45,5.305,4.665
AT3G17980,C2,Unknown,0.065,0.175,0.685,0.855,1.28,0.075
AT3G18020,AT3G18020,Unknown,1.515,2.355,1.605,2.32,3.64,3.88
AT3G18030,HAL3A,Unknown,37.485,24.11,25.79,32.405,9.57,12.305
AT3G18050,AT3G18050,Unknown,95.925,50.915,43.11,42.99,39.86,38.88
AT3G18080,BGLU44,Unknown,49.885,45.74,15.55,29.935,36.785,51.38
AT3G18110,EMB1270,Unknown,3.175,5.265,5.535,6.385,7.555,7.85
AT3G18130,RACK1C_AT,Unknown,99.3,60.52,94.73,101.99,147.34,124.89
AT3G18230,AT3G18230,Unknown,22.2,27.185,51.855,31.42,34.18,33.345
AT3G18250,AT3G18250,Unknown,4.32,3.115,0.5,0.78,1.95,3.89
AT3G18270,CYP77A5P,Unknown,12.23,12.065,6.42,5.2,5.96,6.695
AT3G18280,AT3G18280,Unknown,78.36,27.73,9.995,15.17,11.865,14.63
AT3G18330,AT3G18330,Unknown,0,0,0,0,0.09,0
AT3G18380,SHH2,Unknown,37.62,31.48,79.495,43.01,40.205,38.42
AT3G18390,EMB1865,Unknown,13.915,21.095,20.635,22.53,36.83,36.39
AT3G18430,AT3G18430,AP1,43.015,33,19.85,31.175,13.35,16.42
AT3G18480,CASP,Unknown,14.015,13.125,13.82,19.385,8.445,9.005
AT3G18535,AT3G18535,AP3_AG,0,0,58.27,40.74,21.505,23.08
AT3G18540,NA,Unknown,0,0,22.895,12.13,10.18,10.745
AT3G18560,AT3G18560,Unknown,14.8,9.38,1.935,2.095,2.685,4.915
AT3G18600,AT3G18600,Unknown,15.82,20.235,26.57,19.95,46.93,37.115
AT3G18610,PARLL1,Unknown,0.455,0.875,0.16,0.375,0.14,0.225
AT3G18660,PGSIP1,Unknown,0.205,0.15,0.36,0.235,1.11,0.775
AT3G18690,MKS1,Unknown,21.94,15.52,21.655,13.285,9.42,9.475
AT3G18710,PUB29,AG,6.2,5.93,4.365,3.21,11.29,9.4
AT3G18773,AT3G18773,Unknown,3.525,2.065,1.68,1.6,3.335,3.925
AT3G18820,RABG3F,Unknown,74.595,78.895,38.65,50.7,26.18,37.815
AT3G18870,AT3G18870,Unknown,1.895,3.115,0.64,1,1.84,2.06
AT3G18880,AT3G18880,Unknown,20.675,18.425,6.9,6.02,9.085,7.365
AT3G18890,Tic62,Unknown,8.29,12.695,10.155,9.345,23.215,19.57
AT3G18900,AT3G18900,AP3_AG,0.295,0.695,1.43,4.34,0.83,1.76
AT3G18950,AT3G18950,Unknown,1.125,1.26,1.475,0.895,2.44,3.52
AT3G18960,AT3G18960,Unknown,156.705,125.17,112.9,198.075,43.23,51.4
AT3G18990,VRN1,Unknown,51.985,51.18,42.12,47.065,23.795,23.455
AT3G19010,AT3G19010,Unknown,29.45,23.445,15.58,32.295,8.73,12.59
AT3G19050,POK2,Unknown,1.9,2.535,3.835,4.845,5.35,6.35
AT3G19120,AT3G19120,Unknown,34.605,30.645,85.1,43.255,48.705,40.275
AT3G19170,PREP1,Unknown,11.275,18.885,17.25,14.435,36.505,32.565
AT3G19184,AT3G19184,AG,12.99,7.695,21.955,12.055,28.18,17.685
AT3G19260,LOH2,Unknown,7.825,7.15,3.145,6.265,5.075,4.575
AT3G19430,AT3G19430,Unknown,0,0,0.155,0.02,12.275,4.245
AT3G19480,PGDH3,Unknown,1.24,2.14,2.12,1.67,6.535,5.68
AT3G19515,AT3G19515,Unknown,1.335,2.045,1.95,2.405,6.855,7.17
AT3G19550,AT3G19550,Unknown,22.475,15.1,5.515,2.285,1.775,1.23
AT3G19553,PUT5,Unknown,4.84,6.02,2.96,2.495,2.6,3.045
AT3G19620,AT3G19620,Unknown,0.085,0.35,0.57,0.09,1.26,1.96
AT3G19700,IKU2,Unknown,0.02,0,0.13,0,0.115,0.205
AT3G19720,DRP5B,Unknown,10.93,11,18.055,17.075,25.18,26.5
AT3G19740,AT3G19740,Unknown,4.965,6.635,8.8,8.52,11.56,12.765
AT3G19780,AT3G19780,Unknown,1.775,2.715,3.335,3.665,4.1,5.18
AT3G19800,AT3G19800,Unknown,39.115,39.05,28.845,31.54,18.55,17.02
AT3G19810,AT3G19810,Unknown,15.9,14.335,7.5,11.945,13.085,13.99
AT3G19930,STP4,Unknown,6.27,6.95,4.395,3.055,3.365,3.495
AT3G19960,ATM1,Unknown,9.795,14.065,14.65,14.49,21.425,24.005
AT3G20060,UBC19,Unknown,79.915,57.625,43.185,51.08,27.98,35.315
AT3G20100,CYP705A19,Unknown,90.955,126.855,55.31,72.195,26.46,38.045
AT3G20200,AT3G20200,Unknown,1.045,1.72,0.765,1.525,2.04,2.61
AT3G20300,AT3G20300,Unknown,2.625,3.11,1.47,1.175,3.045,3.4
AT3G20340,AT3G20340,Unknown,10.97,9.575,4.205,12.645,0.38,0
AT3G20440,EMB2729,Unknown,1.545,2.11,2.83,2.285,5.175,4.825
AT3G20475,MSH5,Unknown,0.425,0.575,0.74,0.88,1.32,0.995
AT3G20510,AT3G20510,AP1,52.19,48.075,22.115,24.615,12.635,14.425
AT3G20520,SVL3,Unknown,0,0,0,0.015,0.1,0.235
AT3G20570,ENODL9,Unknown,2.82,2.11,6.36,2.01,6.7,7.19
AT3G20670,HTA13,Unknown,542.48,340.17,761.275,530.285,298.05,369.655
AT3G20680,AT3G20680,Unknown,17.105,15.52,10.22,15.21,6.815,8.475
AT3G20730,AT3G20730,Unknown,1.445,1.57,2.3,1.69,3.755,4.42
AT3G20810,JMJD5,Unknown,39.135,40.64,100.115,61.025,49.66,39.57
AT3G20820,AT3G20820,Unknown,190.68,117.325,106.43,87.76,28.98,47.735
AT3G20830,UCNL,Unknown,3.83,4.32,2.11,1.555,2.49,3.215
AT3G20880,WIP4,AP3,5.515,2.47,11.375,9.135,2.965,2.99
AT3G20978,NA,Unknown,0,0.21,0.16,0.14,0.205,0.68
AT3G21090,ABCG15,Unknown,10.345,23.085,31.225,21.94,11.145,12.415
AT3G21190,MSR1,Unknown,39.16,22.67,12.815,21.225,13.07,18.375
AT3G21230,4CL5,Unknown,1.8,1.79,0.565,0.575,1.685,1.305
AT3G21240,AT4CL2,Unknown,10.745,6.92,9.2,5.92,12.94,19.07
AT3G21300,AT3G21300,Unknown,3.985,4.115,5.16,6.98,9.755,8.97
AT3G21320,AT3G21320,AP3_AG,0,0,0.46,0.16,0.065,0.145
AT3G21330,AT3G21330,Unknown,0,0.4,0.155,0.285,0.36,0.775
AT3G21360,AT3G21360,Unknown,10.665,9.84,7.095,9.535,4.77,7.66
AT3G21420,LBO1,Unknown,21.665,16.1,5.21,4.07,6.96,8.955
AT3G21510,AHP1,Unknown,13.29,7.48,0.6,5.89,0.75,0.99
AT3G21540,AT3G21540,Unknown,5.28,6.28,10.105,8.53,12.015,11.61
AT3G21600,AT3G21600,Unknown,1.075,2.78,2.5,1.355,7.945,7.49
AT3G21680,AT3G21680,Unknown,0.335,1.145,0,0.285,0,1.15
AT3G21750,UGT71B1,Unknown,45.475,44.22,19.4,19.2,52.34,65.43
AT3G21755,NA,Unknown,7.805,6.95,4.24,4.495,10.345,10.65
AT3G21760,HYR1,AG,12.825,12.705,6.45,7.795,17.095,18.995
AT3G21770,AT3G21770,Unknown,2.25,1.66,1.54,2.81,5.6,7.27
AT3G21780,UGT71B6,Unknown,0.175,0.33,0.05,0.095,0.53,0.45
AT3G21790,AT3G21790,Unknown,9.685,11.155,5.26,3.53,10.9,12.535
AT3G21890,BBX31,Unknown,3.205,1.32,1.02,0.435,1.84,1.905
AT3G22120,CWLP,Unknown,327.77,466.94,931.355,735,1447.335,1975.18
AT3G22121,NA,Unknown,172.085,289.895,904.355,417.78,1401.395,1508.26
AT3G22142,AT3G22142,Unknown,8.605,28.955,80.025,26.72,239.825,103.705
AT3G22150,AT3G22150,Unknown,2.715,3.595,2.68,3.955,6.21,7.065
AT3G22183,AT3G22183,Unknown,25.48,11.14,12.065,26.675,7.53,4.775
AT3G22210,AT3G22210,Unknown,70.47,38.2,18.09,56.535,19.625,28.515
AT3G22240,AT3G22240,Unknown,7.83,5.87,1.41,1.215,0.635,0.265
AT3G22275,AT3G22275,Unknown,0,0,0,0.11,1.595,1.205
AT3G22310,PMH1,Unknown,28.14,30.44,60.34,43.25,111.76,87.515
AT3G22320,RPB5A,Unknown,155.21,102.145,64.93,122.4,52.39,54.92
AT3G22330,PMH2,Unknown,34.13,42.45,62.53,43.23,73.6,75.41
AT3G22370,HSR3,Unknown,8.99,9.715,5.645,4.665,7.605,7.58
AT3G22400,LOX5,Unknown,0.365,0.87,0.49,0.415,1.955,1.845
AT3G22480,PDF2,Unknown,95.53,56.52,48.69,82.045,45.945,46.135
AT3G22540,AT3G22540,Unknown,53.635,20.585,21.41,15.825,5.92,8.315
AT3G22560,AT3G22560,Unknown,5.13,1.38,1.925,2.68,6.28,9.735
AT3G22570,AT3G22570,Unknown,1.31,0.61,0.19,0.76,2.125,2.465
AT3G22660,AT3G22660,Unknown,44.78,40.705,44.23,48.045,92.795,81.77
AT3G22680,RDM1,Unknown,35.19,27.01,23.205,42.715,10.415,10.495
AT3G22760,SOL1,Unknown,1.375,2.86,1.415,1.84,3.87,4
AT3G22810,AT3G22810,Unknown,9.645,9.16,19.625,15.34,13.115,15.9
AT3G22830,HSFA6B,Unknown,4.06,2.14,3.445,4.225,1.445,0.62
AT3G22840,ELIP1,Unknown,107.63,181.58,126.375,71.495,569.865,232.105
AT3G22845,AT3G22845,Unknown,119.575,72.395,55.765,88.02,32.76,40.975
AT3G22880,DMC1,Unknown,7.14,4.3,2.51,3.73,2.515,1.91
AT3G22930,CML11,AP1,1.68,2.83,0.215,0.54,0.28,0.805
AT3G22950,ATARFC1,Unknown,37.085,27.88,16.475,25.815,15.355,20.2
AT3G22960,PKP1,Unknown,52.795,73.72,114.435,88.96,113.845,115.94
AT3G22980,AT3G22980,Unknown,3.645,4.685,8.265,6,6.345,7.795
AT3G23030,IAA2,Unknown,18.015,22.54,5.405,17.475,6.735,5.92
AT3G23050,IAA7,AP1,44.125,29.645,14.745,12.59,8.135,9.14
AT3G23080,AT3G23080,AG,1.83,4.97,3.5,2.775,10.08,8.37
AT3G23090,WDL3,Unknown,0.055,0,0.18,0.05,0.165,0.435
AT3G23100,XRCC4,Unknown,15.48,13.26,19.895,20.66,11.28,9.765
AT3G23110,RLP37,Unknown,0.225,0.745,0.32,0.355,0.805,1.02
AT3G23130,SUP,Unknown,4.06,2.95,8.085,8.18,16.58,13.57
AT3G23150,ETR2,Unknown,2.86,6.065,7.025,5.65,9.145,9.13
AT3G23270,AT3G23270,Unknown,0.065,0.035,0,0.135,0.075,0.385
AT3G23340,ckl10,Unknown,2.7,1.795,0.955,1.665,1.22,0.905
AT3G23370,AT3G23370,Unknown,1.035,0.605,0.77,0.995,2.48,2.115
AT3G23410,FAO3,Unknown,0.51,4.265,1.675,1.03,4.455,5.965
AT3G23550,AT3G23550,Unknown,0.075,0.12,0.045,0.065,0.36,0.345
AT3G23570,AT3G23570,Unknown,5.775,4.305,3,6.93,7.375,9.935
AT3G23600,AT3G23600,Unknown,127.345,118.76,61.76,71.13,59.355,72.94
AT3G23605,AT3G23605,Unknown,7.94,4.39,2.275,4.98,0.635,1.15
AT3G23610,DSPTP1,Unknown,1.745,1.94,0.435,0.93,1.355,0.665
AT3G23635,RTFL13,Unknown,11.6,2.89,0.405,4.655,1.24,3.03
AT3G23670,PAKRP1L,Unknown,5.37,7.21,9.41,10.155,12.83,13.06
AT3G23730,XTH16,Unknown,101.8,74.34,53.525,89.425,26.27,33.795
AT3G23760,AT3G23760,Unknown,20.845,22.045,9.405,17.74,10.84,12.33
AT3G23780,OCP1,Unknown,15.245,18.92,31.25,31.255,29.21,33.665
AT3G23810,SAHH2,Unknown,38.17,49.355,22.34,19.3,103.075,90.785
AT3G23840,CER26-LIKE,Unknown,0.26,1.005,2.74,0.705,4.2,3.505
AT3G23870,AT3G23870,Unknown,0.125,0.125,0.135,0.135,0.465,0.415
AT3G23890,TOPII,Unknown,16.97,23.615,37.345,31.445,48.985,55.085
AT3G23940,AT3G23940,Unknown,21.015,29.675,43.73,28.09,50.955,48.7
AT3G23990,HSP60-3B,Unknown,55.025,63.19,71.85,77.745,132.925,88.69
AT3G24000,AT3G24000,Unknown,1.685,2.49,2.16,2.24,10.265,3.94
AT3G24010,ING1,Unknown,104.44,81.01,77.045,73,48.38,48.55
AT3G24065,AT3G24065,Unknown,0,0,0,0,0.485,0
AT3G24140,FMA,Unknown,0.37,0.495,2.145,0.59,9.905,10.825
AT3G24180,AT3G24180,Unknown,6.94,12.095,9.87,10.675,14.275,16.69
AT3G24220,NCED6,AP3,0.16,0.065,0.865,1.055,0.08,0.125
AT3G24230,AT3G24230,Unknown,0,0.075,0.53,0.205,0.465,0.45
AT3G24255,AT3G24255,Unknown,1.77,1.98,2.76,2.43,3.375,4.015
AT3G24310,MYB305,Unknown,1.085,1.385,0.265,0.685,0.44,0.27
AT3G24320,MSH1,Unknown,2.585,2.2,5.74,4.45,5.76,6.215
AT3G24330,AT3G24330,Unknown,0,0,0.195,0.225,0.175,0
AT3G24332,NA,Unknown,0.045,0,0.195,0.18,0.2,0
AT3G24340,CHR40,Unknown,3.11,2.49,5.18,5.045,4,4.55
AT3G24420,AT3G24420,AP1_AP3,54.035,140.41,116.075,155.36,16.165,18.505
AT3G24430,HCF101,Unknown,25.39,24.805,34.095,28.87,61.835,56.505
AT3G24480,AT3G24480,Unknown,33.165,99.345,154.325,93.2,292.38,105.16
AT3G24495,MSH7,Unknown,4.17,4.065,9.565,6.83,10.035,8.71
AT3G24550,PERK1,Unknown,39.73,50.365,95.465,65.45,79.16,55.575
AT3G24560,RSY3,Unknown,1.71,2.445,3.015,3.935,2.045,1.87
AT3G24715,AT3G24715,Unknown,0.22,0.245,0.255,0.295,0.66,0.79
AT3G24730,AT3G24730,Unknown,18.715,15.995,7.045,13.51,7.725,7.595
AT3G24810,KRP5,Unknown,41.08,20.395,17.59,23.705,18.145,15.525
AT3G24820,AT3G24820,Unknown,14.245,15.27,5.32,11.4,6.13,5.78
AT3G24840,AT3G24840,Unknown,0.88,2.005,1.55,1.82,2.665,2.815
AT3G24880,AT3G24880,Unknown,4.865,7.68,22.77,13.905,13.545,14.825
AT3G24890,VAMP728,Unknown,0,0,4.82,6.885,2.135,2.435
AT3G24900,RLP39,Unknown,0.57,0.355,0.115,0.305,0.7,0.9
AT3G24982,RLP40,Unknown,0.425,0.71,0.175,0.28,0.38,0.38
AT3G25020,RLP42,Unknown,0.185,0.6,0.06,0.125,0.305,0.465
AT3G25130,AT3G25130,Unknown,6.525,9.225,1.08,4.3,1.98,3.085
AT3G25150,AT3G25150,Unknown,50.46,45.93,78.69,70.775,114.395,116.06
AT3G25180,CYP82G1,Unknown,5.575,4.09,0.475,1.105,5.34,5.04
AT3G25220,FKBP15-1,Unknown,162.7,91.095,40.415,94.495,36.405,43.315
AT3G25233,AT3G25233,Unknown,0,0,0,0,2.115,0
AT3G25290,AT3G25290,Unknown,0.445,0.925,0.075,0.15,0.385,0.515
AT3G25400,AT3G25400,Unknown,23.98,22.82,31.31,50.595,19.93,21.975
AT3G25480,AT3G25480,Unknown,25.235,18.275,7.885,11.06,7.81,9.525
AT3G25545,AT3G25545,Unknown,17.87,12.855,11.05,12.73,8.375,8.56
AT3G25560,NIK2,Unknown,19.03,16.7,17.695,17.38,8.115,9.53
AT3G25572,CPuORF11,Unknown,0.285,0.065,0.095,0.12,0.535,0.595
AT3G25580,AT3G25580,Unknown,22.58,19.85,10.305,17.84,13.195,12.735
AT3G25600,AT3G25600,AP1,34.52,27.26,13.13,10.665,8.235,5.375
AT3G25610,AT3G25610,Unknown,0.43,0.925,0.62,0.475,1.22,0.95
AT3G25640,AT3G25640,Unknown,8.74,6.685,10.955,13.55,20.55,16.415
AT3G25690,CHUP1,Unknown,8.935,13.955,10.05,11.245,18.94,21.875
AT3G25719,AT3G25719,Unknown,1.585,1.44,0,0,7.485,7.345
AT3G25730,EDF3,Unknown,0.195,0,0,0,0.44,0.19
AT3G25740,MAP1C,Unknown,4.815,3.29,1.225,1.945,2.61,2.7
AT3G25760,ERD12,Unknown,0.88,1.35,0.055,0.135,1.175,0.66
AT3G25770,AOC2,Unknown,0.82,0.195,0,0.25,1.535,1.77
AT3G25870,AT3G25870,Unknown,22.575,18.245,8.53,12.085,5.97,10.27
AT3G25900,HMT-1,Unknown,4.65,3.05,7.505,9.825,6.525,7.3
AT3G25950,AT3G25950,Unknown,0,0,0,0.23,0.08,0.03
AT3G25990,AT3G25990,Unknown,2.21,2.275,1.41,2.685,3.15,4.51
AT3G26070,AT3G26070,Unknown,62.245,56.385,17.49,33.88,23.45,26.715
AT3G26100,AT3G26100,Unknown,18.015,24.655,37.76,34.89,45.03,41.215
AT3G26120,TEL1,Unknown,1.9,1.115,2.005,0.945,1.895,2.97
AT3G26170,CYP71B19,Unknown,1.135,1.855,7.35,8.23,2.62,3.925
AT3G26180,CYP71B20,Unknown,8,9.43,2.7,2.27,4.38,4.625
AT3G26200,CYP71B22,AP1,6.32,12.77,2.02,2.395,3.425,3.555
AT3G26240,AT3G26240,Unknown,0.925,0.95,2.91,2.245,1.93,2.05
AT3G26290,CYP71B26,Unknown,5.04,2.805,0.57,0.53,3.345,3.68
AT3G26310,CYP71B35,Unknown,5.16,4.72,2.855,3.125,7.33,3.625
AT3G26330,CYP71B37,Unknown,13.235,8.825,2.34,2.95,2.68,2.5
AT3G26420,RZ-1A,Unknown,31.915,38.675,33.42,40.395,68.42,57.805
AT3G26430,AT3G26430,Unknown,32.135,39.005,33.9,40.285,68.95,57.925
AT3G26450,AT3G26450,Unknown,19.02,84.875,13.17,16.685,28.79,29.475
AT3G26460,AT3G26460,Unknown,0.57,0.48,1.57,1.94,1.095,1.03
AT3G26510,AT3G26510,AP1_AP3,101.06,113.71,69.915,61.52,27.63,20.56
AT3G26540,AT3G26540,Unknown,2.115,2.995,2.865,3.18,5.905,6.08
AT3G26560,AT3G26560,Unknown,20.775,28.755,41.855,36.545,39.83,43.64
AT3G26620,LBD23,Unknown,0,0,0,0.185,0,0
AT3G26640,LWD2,Unknown,26.415,18.42,22.73,28.58,11.935,14.465
AT3G26650,GAPA-1,Unknown,248,202.705,168.925,216.14,411.33,377.745
AT3G26740,CCL,Unknown,974.94,1366.19,246.71,250.195,122.88,165.465
AT3G26782,AT3G26782,Unknown,2.445,2.09,4.7,3.635,4.935,4.075
AT3G26800,AT3G26800,Unknown,0.225,0.63,4.97,8.34,0.595,0.745
AT3G26840,PES2,Unknown,2.01,2.425,1.615,3.27,3.42,4.72
AT3G26910,AT3G26910,Unknown,9.2,8.7,20.25,10.525,12.44,9.065
AT3G26950,AT3G26950,Unknown,15.36,18.03,31.025,17.78,32.935,32.79
AT3G26960,AT3G26960,AP1,4.805,2.195,0.77,0.855,1.295,1.5
AT3G27010,TCP20,Unknown,11.765,13.03,13.065,14.625,5.515,6.84
AT3G27025,AT3G27025,AP1_AP3,24.02,33.98,43.665,98.785,5.515,10.365
AT3G27030,AT3G27030,Unknown,42.21,34.555,56.755,37.135,24.455,21.535
AT3G27040,AT3G27040,Unknown,0.3,0.455,0,0.09,0,0
AT3G27130,AT3G27130,Unknown,1.27,3.355,6.05,5.64,5.215,6.165
AT3G27150,AT3G27150,Unknown,1.48,1.375,0.54,0.565,1.905,2.11
AT3G27200,AT3G27200,Unknown,1.755,1.125,1.59,1.23,2.575,3.325
AT3G27220,AT3G27220,Unknown,37.365,32.93,56.495,67.155,27.46,23.925
AT3G27250,AT3G27250,Unknown,3.015,3.26,0.525,0.55,0.44,1.275
AT3G27270,AT3G27270,Unknown,4.6,1.525,1.59,2.175,1.64,1.725
AT3G27280,PHB4,Unknown,36.17,27.57,88.115,53.04,108.495,104.215
AT3G27310,PUX1,Unknown,42.77,37.145,33.85,40.44,18.45,17.845
AT3G27360,H3.1,Unknown,179.605,112.915,134.865,267.515,76.57,108.23
AT3G27400,AT3G27400,Unknown,2.11,1.245,1.24,1.165,6.74,6.19
AT3G27460,SGF29a,AP1_AP3,8.94,12.165,8.57,10.98,3.61,5.465
AT3G27470,AT3G27470,Unknown,6.44,5.175,7.605,6.5,8.88,10.415
AT3G27550,AT3G27550,Unknown,6.265,5.67,8.015,6.78,13.03,11.285
AT3G27660,OLEO4,AP1_AP3,7,9,7.64,8.985,1.045,1.58
AT3G27810,MYB21,Unknown,0,0.385,0,0,0,0
AT3G27820,MDAR4,Unknown,24.155,28.59,34.225,28.095,49.52,53.93
AT3G27831,AT3G27831,Unknown,0,0,0,0.29,0,0
AT3G27880,AT3G27880,Unknown,21.215,14.125,6.6,9.455,2.725,5.675
AT3G27890,NQR,Unknown,41.22,35.25,10.89,16.875,8.945,12.375
AT3G27930,AT3G27930,Unknown,5.015,3.035,7.94,10,6.33,7.885
AT3G28070,UMAMIT46,Unknown,8.135,7.84,3.745,3.84,11.01,8.615
AT3G28100,UMAMIT45,Unknown,3.615,5.065,1.06,1.59,1.58,2.69
AT3G28130,UMAMIT44,Unknown,0.625,0.22,1.09,0.85,1.605,2.06
AT3G28150,TBL22,Unknown,0.19,0.14,2.065,0.785,0.73,0.785
AT3G28180,CSLC4,Unknown,4.38,7.085,2.735,2.91,8.78,7.38
AT3G28220,AT3G28220,AP3_AG,0,0.28,5.86,11.185,30.23,51.095
AT3G28270,AT3G28270,Unknown,0.54,1.855,1.73,0.925,6.78,9.455
AT3G28450,AT3G28450,Unknown,12.9,13.81,9.195,13.53,5.685,6.61
AT3G28500,AT3G28500,Unknown,611.92,409.77,232.3,407.425,248.355,313.685
AT3G28520,AT3G28520,Unknown,0,0,0.13,0.1,0.025,0.155
