Gene ID	Module	MM	Locus Name	TF Family	TF Name	Functional Annotation
GRMZM2G035665	2	0.937133901	--	--	--	Uncharacterized protein
GRMZM2G113652	2	0.937110892	--	--	--	Uncharacterized protein
GRMZM2G392477	2	0.93665849	--	--	--	-
GRMZM2G327032	2	0.936502022	--	--	--	Uncharacterized protein
GRMZM2G145756	2	0.936468299	--	--	--	Uncharacterized protein
AC183895.3_FG001	2	0.936323757	--	--	--	-
GRMZM2G464818	2	0.935776339	--	--	--	-
GRMZM2G160619	2	0.935332135	--	--	--	Uncharacterized protein
GRMZM2G124409	2	0.935273073	--	--	--	Transcriptional regulatory protein algP
GRMZM2G534116	2	0.934147058	--	--	--	Uncharacterized protein
GRMZM6G790713	2	0.933973784	--	--	--	-
GRMZM2G163396	2	0.933939426	--	--	--	Putative pentatricopeptide repeat family protein
GRMZM2G075780	2	0.933901108	--	--	--	Uncharacterized protein
GRMZM2G342515	2	0.933579755	--	--	--	Histone H2B.5
GRMZM2G088361	2	0.933453473	--	--	--	Putative calcium-dependent protein kinase family protein
GRMZM2G127546	2	0.93332725	--	--	--	Pyruvate dehydrogenase E1 component subunit beta; Uncharacterized protein
GRMZM2G113039	2	0.933194619	--	--	--	Ubiquitin-protein ligase/ zinc ion binding protein; Uncharacterized protein
GRMZM2G164835	2	0.933163008	--	--	--	Uncharacterized protein
GRMZM2G099231	2	0.933072449	PARP2	--	--	Poly [ADP-ribose] polymerase 2
GRMZM2G128319	2	0.932959451	--	--	--	Uncharacterized protein
GRMZM2G177165	2	0.932598092	CHA101	--	--	Chromatin complex subunit A101
GRMZM2G076526	2	0.932506348	--	--	--	ABC transporter-like protein; Uncharacterized protein
GRMZM2G130625	2	0.932484895	--	--	--	Uncharacterized protein
GRMZM5G817395	2	0.932307852	--	--	--	Uncharacterized protein
GRMZM2G124179	2	0.932297256	--	--	--	Uncharacterized protein
GRMZM2G161315	2	0.931657392	--	ZF-HD	ZmZHD2	Uncharacterized protein; ZF-HD homeobox protein
GRMZM2G123920	2	0.931556819	--	--	--	Uncharacterized protein
GRMZM2G180021	2	0.931328355	--	--	--	Uncharacterized protein
GRMZM2G142179	2	0.931106642	--	AP2-EREBP	ZmEREB50	-
GRMZM2G144071	2	0.930195617	--	--	--	Uncharacterized protein
GRMZM2G162374	2	0.929227508	--	--	--	-
GRMZM2G141208	2	0.929044538	--	--	--	Microtubule-associated protein MAP65-1a; Uncharacterized protein
GRMZM2G063192	2	0.928977183	--	--	--	Uncharacterized protein
GRMZM2G013302	2	0.928859215	--	OVATE	ZmOFP21	Uncharacterized protein
GRMZM2G446999	2	0.928745517	--	--	--	Putative uncharacterized protein
GRMZM2G154904	2	0.928654915	--	--	--	-
GRMZM2G495626	2	0.928082329	--	--	--	Uncharacterized protein
GRMZM2G026391	2	0.928001777	--	--	--	Uncharacterized protein
GRMZM5G866913	2	0.927750919	--	--	--	-
GRMZM2G068193	2	0.927666605	--	--	--	Cell division control protein 2; Uncharacterized protein
GRMZM2G139617	2	0.927660804	--	--	--	-
GRMZM2G063244	2	0.926908497	--	--	--	Peptidyl-prolyl cis-trans isomerase
GRMZM2G117189	2	0.926562863	--	--	--	Uncharacterized protein
GRMZM2G174049	2	0.926195335	--	--	--	-
GRMZM2G117222	2	0.925877417	--	--	--	Uncharacterized protein
GRMZM2G000964	2	0.924653441	--	--	--	-
GRMZM2G009323	2	0.924599639	--	--	--	D-3-phosphoglycerate dehydrogenase; Uncharacterized protein
GRMZM2G157269	2	0.92355169	--	--	--	-
GRMZM2G089222	2	0.922924673	--	--	--	-
GRMZM2G008444	2	0.922797339	--	--	--	Putative uncharacterized protein
GRMZM2G142609	2	0.922147802	--	--	--	Uncharacterized protein
GRMZM5G894564	2	0.921842702	--	--	--	Uncharacterized protein
GRMZM2G311632	2	0.921700831	--	--	--	-
GRMZM2G050003	2	0.921640534	--	--	--	Uncharacterized protein
GRMZM2G331652	2	0.921483289	--	--	--	-
GRMZM2G171051	2	0.921370553	--	--	--	Uncharacterized protein
AC196961.2_FG003	2	0.920986174	H4C7	--	--	Histone H4
GRMZM2G133028	2	0.920489884	--	--	--	Uncharacterized protein
GRMZM2G346834	2	0.919172572	--	--	--	-
GRMZM2G043212	2	0.919065286	--	--	--	50S ribosomal protein L13; Uncharacterized protein
GRMZM2G138359	2	0.918730255	--	--	--	-
GRMZM2G145753	2	0.918695894	--	--	--	Uncharacterized protein
GRMZM2G032008	2	0.916445452	--	--	--	-
GRMZM2G145879	2	0.915675602	--	--	--	Putative cyclin-dependent kinase family protein
GRMZM2G143870	2	0.915478732	--	--	--	Plastid-specific 30S ribosomal protein 2
GRMZM2G085474	2	0.914759577	--	--	--	Uncharacterized protein
GRMZM2G083655	2	0.914733839	--	--	--	Uncharacterized protein
GRMZM2G347979	2	0.914392669	--	--	--	-
GRMZM2G111451	2	0.91415677	--	--	--	Uncharacterized protein
GRMZM2G339151	2	0.913969976	--	--	--	Putative RING finger U-box domain family protein
GRMZM2G039930	2	0.913947956	--	--	--	-
AC185471.3_FG005	2	0.912646928	--	--	--	Microtubule motor; Putative dynein light chain type 1 family protein
GRMZM2G026643	2	0.912346412	HDZIV1_OCL1	Homeobox	ZmHB31	Homeodomain leucine zipper family IV protein; Uncharacterized protein
GRMZM2G154936	2	0.911956494	--	--	--	Uncharacterized protein
GRMZM2G701566	2	0.910827486	--	--	--	Uncharacterized protein
GRMZM2G092988	2	0.909922245	--	--	--	Putative uncharacterized protein
GRMZM2G001660	2	0.909792579	--	--	--	-
GRMZM2G021885	2	0.908777869	--	--	--	Uncharacterized protein
GRMZM2G033785	2	0.908541537	--	--	--	Uncharacterized protein
GRMZM2G162672	2	0.908079625	--	--	--	Uncharacterized protein
GRMZM2G167422	2	0.907080934	--	--	--	Uncharacterized protein
GRMZM2G009995	2	0.906730898	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein; Uncharacterized protein
GRMZM5G810559	2	0.906367277	--	--	--	-
GRMZM2G448692	2	0.906302204	--	--	--	-
GRMZM2G497823	2	0.905798246	--	--	--	-
GRMZM2G082823	2	0.904709783	--	--	--	Leucine-rich repeat (LRR) family protein
GRMZM2G057852	2	0.904674275	--	--	--	Histone H2B.3
GRMZM2G001426	2	0.904530392	--	GRAS	ZmGRAS46	-
GRMZM2G410033	2	0.902394042	--	--	--	Uncharacterized protein
GRMZM2G058745	2	0.902217485	--	--	--	Uncharacterized protein
GRMZM2G137894	2	0.902186123	--	--	--	Uncharacterized protein
GRMZM2G057486	2	0.901972551	--	--	--	Uncharacterized protein
GRMZM2G565729	2	0.900727265	--	--	--	-
GRMZM5G829946	2	0.899113877	--	--	--	Uncharacterized protein
GRMZM2G034069	2	0.89791994	--	--	--	Uncharacterized protein
GRMZM2G361659	2	0.897011649	--	E2F-DP	ZmE2F13	Uncharacterized protein
GRMZM2G056120	2	0.895417583	ARF11	ARF 	ZmARF11	Auxin response factor 11
GRMZM2G440831	2	0.892865122	--	--	--	-
GRMZM2G055000	2	0.891178853	--	--	--	SR protein related family member
GRMZM2G167649	2	0.890933272	--	--	--	Uncharacterized protein
GRMZM2G446897	2	0.8902028	--	--	--	-
GRMZM2G066757	2	0.889247453	--	--	--	-
GRMZM5G872481	2	0.889072203	--	--	--	-
GRMZM2G433579	2	0.888635289	--	--	--	-
GRMZM2G158281	2	0.88735035	--	--	--	Putative HLH DNA-binding domain superfamily protein
GRMZM2G060886	2	0.885445203	--	--	--	Uncharacterized protein
GRMZM2G148200	2	0.884691238	--	--	--	Uncharacterized protein
GRMZM2G477198	2	0.884324261	--	--	--	-
GRMZM5G835128	2	0.883768935	--	--	--	-
GRMZM5G801014	2	0.882205884	--	--	--	-
GRMZM2G076128	2	0.882004297	--	--	--	TTN10; Uncharacterized protein
GRMZM2G353822	2	0.882004105	--	--	--	Uncharacterized protein
GRMZM2G003563	2	0.881228479	--	--	--	Uncharacterized protein
GRMZM2G161643	2	0.880085244	--	--	--	1,4-beta-D-glucanase; Endo-1,3;1,4-beta-D-glucanase; Uncharacterized protein
GRMZM2G417455	2	0.879858183	--	--	--	Beta-galactosidase
GRMZM5G841195	2	0.878790274	--	--	--	-
GRMZM2G148536	2	0.878715035	--	--	--	Thaumatin-like protein 1; Uncharacterized protein
GRMZM2G318527	2	0.877957538	--	--	--	-
GRMZM2G166718	2	0.877951183	--	--	--	-
GRMZM2G028216	2	0.876040265	RPL29	--	--	50S ribosomal protein L29, chloroplastic
GRMZM2G124573	2	0.875212984	--	--	--	-
GRMZM2G026969	2	0.875206282	--	--	--	Fructokinase-1
GRMZM2G081048	2	0.874856895	--	--	--	Uncharacterized protein
GRMZM2G474651	2	0.871745972	--	--	--	Putative ARM repeat-containing protein containing family protein isoform 1; Putative ARM repeat-containing protein containing family protein isoform 2; Putative ARM repeat-containing protein containing family protein isoform 3; Putative ARM repeat-containing protein containing family protein isoform 4; Uncharacterized protein
GRMZM2G030433	2	0.869102034	--	--	--	-
GRMZM5G839058	2	0.868075213	--	--	--	-
GRMZM2G085236	2	0.867944852	--	--	--	Uncharacterized protein
GRMZM2G322438	2	0.867182556	--	--	--	-
GRMZM2G411084	2	0.865957265	--	--	--	MFP1 attachment factor 1
GRMZM2G149619	2	0.86562359	--	--	--	Uncharacterized protein
GRMZM2G109056	2	0.863138273	LOX4	--	--	Lipoxygenase
GRMZM5G860226	2	0.860084166	--	--	--	-
GRMZM2G039113	2	0.857711259	--	--	--	Tangled1; Uncharacterized protein
GRMZM2G002143	2	0.857517178	--	--	--	-
GRMZM2G026174	2	0.856258234	--	--	--	Uncharacterized protein
GRMZM2G080843	2	0.856233523	--	--	--	Uncharacterized protein
GRMZM2G462760	2	0.855934656	--	--	--	SAUR25-auxin-responsive SAUR family member
GRMZM2G169259	2	0.855039771	--	--	--	Uncharacterized protein
GRMZM2G113228	2	0.854040742	--	--	--	Uncharacterized protein
GRMZM2G303296	2	0.852068954	--	--	--	-
GRMZM2G144097	2	0.850897928	--	--	--	Uncharacterized protein
GRMZM2G061751	2	0.849916723	--	--	--	Uncharacterized protein
GRMZM2G079323	2	0.849891407	--	--	--	Protein phosphatase type 2A regulator/ signal transducer
GRMZM2G131525	2	0.848993817	--	--	--	Syntaxin-related protein KNOLLE
GRMZM2G544140	2	0.847516079	--	--	--	-
GRMZM2G070351	2	0.847510347	--	--	--	Diphosphomevalonate decarboxylase; Uncharacterized protein
GRMZM2G167786	2	0.845642856	--	--	--	Polygalacturonase inhibitor 1
GRMZM2G148561	2	0.841438897	--	WRKY	ZmWRKY94	Putative WRKY DNA-binding domain superfamily protein
GRMZM2G126656	2	0.836015963	--	--	--	CBS domain containing protein; Uncharacterized protein
GRMZM5G813363	2	0.834547858	--	--	--	Pollen-specific protein SF21; Uncharacterized protein
GRMZM2G138943	2	0.83134763	--	--	--	Uncharacterized protein
AC210061.3_FG010	2	0.827826899	--	--	--	-
GRMZM2G142620	2	0.827739859	--	--	--	Uncharacterized protein
GRMZM2G130055	2	0.826406453	--	--	--	Uncharacterized protein
GRMZM2G301403	2	0.824406067	--	--	--	-
GRMZM2G164950	2	0.824117874	--	--	--	-
GRMZM2G066851	2	0.810274721	--	--	--	-
GRMZM2G399433	2	0.809637996	--	--	--	-
GRMZM2G481194	2	0.803296089	--	--	--	-
GRMZM2G069229	2	0.802747062	--	--	--	-
GRMZM2G006554	2	0.798430329	--	--	--	Uncharacterized protein
AC234160.1_FG003	2	0.790876662	--	--	--	Uncharacterized protein
GRMZM5G884709	2	0.788327505	--	--	--	-
GRMZM5G806387	2	0.784998843	--	--	--	-
GRMZM2G103116	2	0.781879788	--	--	--	Microtubule motor
GRMZM2G049143	2	0.780300435	--	--	--	-
GRMZM2G012143	2	0.773106315	--	--	--	Uncharacterized protein
AC210013.4_FG012	2	0.770250701	--	--	--	Uncharacterized protein
GRMZM5G808017	2	0.765473719	--	--	--	-
AC205500.3_FG003	2	0.75874745	--	--	--	-
GRMZM2G069596	2	0.758180346	--	--	--	-
GRMZM2G429940	2	0.752325532	--	--	--	CBL-interacting serine/threonine-protein kinase 15
GRMZM2G128114	2	0.670077696	--	--	--	Succinate semialdehyde dehydrogenase
GRMZM2G058261	2	0.638268539	--	--	--	Deoxyribodipyrimidine photolyase
GRMZM2G104176	3	0.999311042	--	--	--	Uncharacterized protein
GRMZM2G122892	3	0.998001404	--	--	--	Uncharacterized protein
GRMZM2G115504	3	0.997419458	--	--	--	Uncharacterized protein
GRMZM2G129954	3	0.997094564	ZMRR6	Orphans	ZmOrphan280	Response regulator 6; Uncharacterized protein
GRMZM2G444743	3	0.996991641	--	--	--	Uncharacterized protein
AC212068.4_FG005	3	0.996843427	--	--	--	Uncharacterized protein
GRMZM2G006468	3	0.996631696	--	--	--	Putative wound responsive protein; Putative wound responsive protein isoform 1; Putative wound responsive protein isoform 2; Wound responsive protein
GRMZM2G080375	3	0.996387982	--	--	--	Uncharacterized protein
GRMZM2G084788	3	0.996353296	--	--	--	-
GRMZM2G114153	3	0.99633605	--	--	--	FIP1
GRMZM2G165365	3	0.996284551	--	--	--	-
GRMZM2G349247	3	0.996277011	--	--	--	-
GRMZM2G131611	3	0.996262194	--	--	--	Protein binding protein; Uncharacterized protein
GRMZM2G130149	3	0.996216736	--	MYB	ZmMYB56	Uncharacterized protein
GRMZM2G131476	3	0.996140707	--	Homeobox	ZmHB121	Homeobox-leucine zipper protein HAT22; Uncharacterized protein
GRMZM2G167794	3	0.996132121	--	--	--	Uncharacterized protein
GRMZM2G074611	3	0.996072388	--	--	--	Dirigent
GRMZM5G838435	3	0.996023455	--	--	--	Uncharacterized protein
GRMZM2G111697	3	0.996017768	--	--	--	ACR4
GRMZM2G358540	3	0.995884828	--	--	--	VAMP protein SEC22
GRMZM2G132169	3	0.995810022	--	--	--	Uncharacterized protein
GRMZM2G015333	3	0.995723895	--	--	--	-
GRMZM2G044359	3	0.995683601	--	Orphans	ZmOrphan261	Uncharacterized protein
GRMZM5G848622	3	0.995645061	--	--	--	Uncharacterized protein
GRMZM2G118345	3	0.995588457	--	--	--	Phenylalanine ammonia-lyase
GRMZM2G368491	3	0.995560451	--	bZIP 	ZmbZIP21	Common plant regulatory factor 7
GRMZM2G003466	3	0.995545862	--	AP2-EREBP	ZmEREB101	Uncharacterized protein
GRMZM2G423129	3	0.995515537	--	--	--	EF-hand Ca2+-binding protein CCD1
GRMZM2G062009	3	0.99551291	--	NAC	ZmNAC17	Putative NAC domain transcription factor superfamily protein; Uncharacterized protein
GRMZM5G814148	3	0.995500122	--	--	--	Uncharacterized protein
GRMZM2G366681	3	0.995497854	--	--	--	Uncharacterized protein
GRMZM2G165757	3	0.995215408	--	--	--	Uncharacterized protein
GRMZM2G085550	3	0.995175079	--	--	--	Putative uncharacterized protein
GRMZM2G023190	3	0.995110814	--	--	--	F-box domain containing protein; Uncharacterized protein
GRMZM2G128922	3	0.995100712	--	--	--	Uncharacterized protein
GRMZM2G421491	3	0.995060016	GT1	--	--	Glutathione transporter
GRMZM2G423831	3	0.995030607	--	--	--	Uncharacterized protein
GRMZM2G007939	3	0.994912781	--	--	--	-
GRMZM2G043291	3	0.994784694	--	--	--	IN2-1 protein; Uncharacterized protein
GRMZM2G169372	3	0.994658481	--	--	--	Dehydrin 13
GRMZM5G894808	3	0.994588887	--	--	--	Uncharacterized protein
GRMZM2G059496	3	0.994481259	--	--	--	Uncharacterized protein
GRMZM2G326235	3	0.994476337	--	--	--	Putative uncharacterized protein
GRMZM2G046782	3	0.994460353	--	--	--	Uncharacterized protein
GRMZM2G114998	3	0.994418836	--	C2C2-Dof 	ZmDOF17	Uncharacterized protein
AC210517.3_FG003	3	0.994392318	--	--	--	Uncharacterized protein
AC234165.1_FG002	3	0.994343153	--	--	--	Lipoprotein
GRMZM2G181376	3	0.994214362	--	--	--	Uncharacterized protein
GRMZM2G046297	3	0.994193613	--	--	--	Uncharacterized protein
GRMZM2G457309	3	0.994120458	--	--	--	Mucin-2; Uncharacterized protein
GRMZM2G023847	3	0.994032847	--	--	--	Uncharacterized protein
GRMZM2G141473	3	0.993992188	--	--	--	-
GRMZM2G095404	3	0.993944899	--	--	--	Uncharacterized protein
GRMZM2G168214	3	0.99391173	--	--	--	Uncharacterized protein
GRMZM2G028234	3	0.993873987	--	--	--	RING-H2 finger protein ATL2K
GRMZM2G360234	3	0.993871142	--	--	--	Uncharacterized protein
GRMZM2G479703	3	0.993791649	--	--	--	Uncharacterized protein
GRMZM2G430807	3	0.99370392	--	--	--	Metallothionein-like protein type 2; Putative metallothionein famil protein; Uncharacterized protein
AC207043.3_FG002	3	0.993550547	--	--	--	VQ motif family protein
GRMZM2G130173	3	0.993411871	--	--	--	Metallothionein-like protein type 2; Uncharacterized protein
GRMZM2G083841	3	0.993356591	PPC1	--	--	Phosphoenolpyruvate carboxylase 1
GRMZM2G044174	3	0.993345173	--	--	--	Putative uncharacterized protein
GRMZM2G068714	3	0.993340048	--	--	--	Uncharacterized protein
GRMZM2G052422	3	0.993325855	ACO35	--	--	1-aminocyclopropane-1-carboxylate oxidase 1; Acc oxidase; Uncharacterized protein
GRMZM2G015419	3	0.993269634	LOX10	--	--	Uncharacterized protein
GRMZM2G064382	3	0.993170788	--	--	--	Zinc transporter 4
GRMZM2G004909	3	0.993162728	--	--	--	Nonspecific lipid-transfer protein; Uncharacterized protein
GRMZM2G086179	3	0.993162713	--	--	--	-
GRMZM2G052562	3	0.993160584	--	--	--	Alpha-L-fucosidase 2; Alpha-L-fucosidase 2 isoform 1; Alpha-L-fucosidase 2 isoform 2; Uncharacterized protein
GRMZM2G135877	3	0.993155456	--	--	--	Antiporter/ drug transporter/ transporter
GRMZM2G047138	3	0.993104141	--	--	--	Uncharacterized protein
GRMZM5G884151	3	0.993102797	--	--	--	Uncharacterized protein
GRMZM2G403276	3	0.993011243	--	--	--	Uncharacterized protein
GRMZM2G109515	3	0.992992547	--	--	--	Uncharacterized protein
GRMZM2G092776	3	0.992991631	--	--	--	Putative DUF26 domain receptor-like protein kinase; Receptor protein kinase CRINKLY4
GRMZM2G066636	3	0.992964072	--	--	--	Uncharacterized protein
GRMZM2G381576	3	0.992938874	--	--	--	Cell Division Protein AAA ATPase family
GRMZM2G005991	3	0.992921216	--	--	--	-
GRMZM2G135617	3	0.992892689	--	--	--	ACR4
GRMZM2G574887	3	0.992887959	--	--	--	Uncharacterized protein
GRMZM2G348125	3	0.992881744	--	--	--	Stress responsive protein
GRMZM2G151444	3	0.992852042	--	WRKY	ZmWRKY45	Uncharacterized protein
GRMZM2G162768	3	0.992780646	--	--	--	Glucan endo-1,3-beta-glucosidase 1; Uncharacterized protein
GRMZM2G015314	3	0.992777957	--	--	--	Uncharacterized protein
GRMZM2G137673	3	0.992777129	--	--	--	Groundhog protein 7; Uncharacterized protein
GRMZM2G160710	3	0.992776145	--	--	--	ATFP4
GRMZM2G069325	3	0.992753626	--	MYB	ZmMYB130	Putative MYB DNA-binding domain superfamily protein; Uncharacterized protein
GRMZM5G872141	3	0.99274926	--	--	--	Uncharacterized protein
GRMZM5G822237	3	0.992744625	--	--	--	Cylicin-1
GRMZM2G000743	3	0.992735841	KNOX3	Homeobox	ZmHB95	Knotted 1-type homeobox protein 3
GRMZM2G042789	3	0.992708926	--	--	--	Uncharacterized protein
GRMZM2G026980	3	0.992674858	--	--	--	Uncharacterized protein; Xyloglucan endo-transglycosylase homolog; Xyloglucan endotransglucosylase/hydrolase protein 23
GRMZM2G031317	3	0.99263289	--	--	--	Phytosulfokines 2; Uncharacterized protein
GRMZM2G109431	3	0.99262225	--	--	--	Uncharacterized protein
GRMZM2G093020	3	0.992621277	--	bZIP 	ZmbZIP45	Light-inducible protein CPRF-2
GRMZM2G359298	3	0.992595676	--	--	--	Uncharacterized protein
GRMZM2G171852	3	0.992569228	--	C2C2-Dof 	ZmDOF22	Putative uncharacterized protein
GRMZM2G011347	3	0.992529117	--	--	--	-
GRMZM2G512386	3	0.99252071	--	--	--	Uncharacterized protein
AC209987.4_FG010	3	0.992501841	--	--	--	Uncharacterized protein
GRMZM2G030571	3	0.992446117	--	--	--	Uncharacterized protein
GRMZM2G324956	3	0.992446038	--	--	--	Uncharacterized protein
GRMZM2G003514	3	0.992365222	ZAG5	MADS (MIKC-type)	ZmMADS5	Uncharacterized protein; Zea agamous5
GRMZM2G065854	3	0.992309171	--	--	--	-
GRMZM2G042171	3	0.9922982	--	--	--	Uncharacterized protein
GRMZM2G401848	3	0.992266725	--	--	--	Peptidyl-prolyl cis-trans isomerase
AC186231.4_FG002	3	0.992198693	--	--	--	Early nodulin 75 protein; Uncharacterized protein
GRMZM2G079200	3	0.992197656	--	--	--	IAA23-auxin-responsive Aux/IAA family member; Uncharacterized protein
GRMZM2G129019	3	0.992159479	--	--	--	Uncharacterized protein
GRMZM2G083749	3	0.992155883	--	--	--	Uncharacterized protein
GRMZM2G127134	3	0.992145501	--	--	--	-
AC202185.4_FG004	3	0.992100717	--	--	--	Hsp20/alpha crystallin family protein
GRMZM2G321778	3	0.992100714	TDY1	--	--	Tie-dyed 1; Tie-dyed1
AC197699.3_FG001	3	0.992100707	--	--	--	-
AC203957.3_FG004	3	0.992100707	--	bZIP 	ZmbZIP40	Uncharacterized protein
GRMZM2G016462	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM2G019641	3	0.992100707	--	--	--	Putative uncharacterized protein
GRMZM2G036203	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM2G039988	3	0.992100707	--	--	--	-
GRMZM2G042347	3	0.992100707	--	--	--	-
GRMZM2G051305	3	0.992100707	--	--	--	-
GRMZM2G051338	3	0.992100707	ZCN15	--	--	ZCN15
GRMZM2G057159	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM2G067376	3	0.992100707	--	OVATE	ZmOFP33	Plant-specific domain TIGR01568 family protein
GRMZM2G070912	3	0.992100707	--	--	--	Putative metallothionein famil protein
GRMZM2G132473	3	0.992100707	--	--	--	-
GRMZM2G138355	3	0.992100707	--	--	--	Nudix hydrolase 13
GRMZM2G151245	3	0.992100707	--	--	--	Senescence-associated protein 12
GRMZM2G158240	3	0.992100707	--	--	--	Pectinesterase
GRMZM2G172834	3	0.992100707	--	--	--	Annexin
GRMZM2G175425	3	0.992100707	--	--	--	Putative uncharacterized protein
GRMZM2G176056	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM2G176568	3	0.992100707	--	MYB-related	ZmMYBR18	Putative MYB DNA-binding domain superfamily protein
GRMZM2G341410	3	0.992100707	--	--	--	-
GRMZM2G349745	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM2G401883	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM2G413887	3	0.992100707	--	--	--	-
GRMZM2G423139	3	0.992100707	--	--	--	Calcium-binding allergen Ole e 8
GRMZM2G431288	3	0.992100707	--	--	--	-
GRMZM2G438243	3	0.992100707	--	--	--	Uncharacterized protein
GRMZM5G887851	3	0.992100707	--	--	--	-
GRMZM6G198866	3	0.992100707	--	--	--	Metallothionein-like protein type 2
AC233887.1_FG005	3	0.992094357	ALMT1	--	--	Uncharacterized protein
GRMZM2G044851	3	0.992087716	--	--	--	-
GRMZM2G046601	3	0.992029759	--	--	--	Glutamine synthetase3 isoform 1; Glutamine synthetase3 isoform 2
GRMZM5G805911	3	0.992018212	--	--	--	Uncharacterized protein
GRMZM2G305856	3	0.99200706	--	MYB	ZmMYB21	Putative MYB DNA-binding domain superfamily protein
